,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,solution_id,DESIGNATION,SOURCE_ID,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot,dist
88,88,88,88,88,88,88,88,310,1636148068921376768,Gaia DR3 604911268509027328,604911268509027328,273593865,2016.0,132.81012617051914,0.015875384,11.75093291909266,0.008877703,1.1855681819321515,0.01826682,64.902824,11.207446,-10.804144514662443,0.018936208,-2.979480218706911,0.014462698,-0.25071764,-0.020786893,-0.19144814,0.13946627,0.15513691,0.14410794,-0.14947484,0.18565087,-0.04998367,-0.26632616,346,328,346,0,2.1775968,621.0388,0.08343174,8.54881,31,True,1.5820864,,,,,,,,42,18,0.027705884,44,10,0,0.110691026,13.326856,0,0,1.0835286,,,,,,,,,False,339,158984.8792732178,33.14982,4795.95,12.683977,3,90795.66116610136,515.95,175.97763,12.943379,2,101054.06620756796,1.2628757,80019.016,12.236511,1.2067168,0,0,0,0,0,0.7068682,0.25940228,0.4474659,33.2654,2.0109146,1,16,12,10,15.082209,1.2992399,0.034428805,870.8795,25.831926,6000.0,4.0,0.25,111,,,,11.971911,0.052112807,4,,NOT_AVAILABLE,215.7412864125931,31.86248635936261,131.95934057496245,-5.6726614324736895,False,False,0,False,False,False,False,False,False,True,False,1.1064666e-13,5.526745e-13,0.99914616,,,,,,,,,,,,,,,,,,,,,,,0.0707979135967435
89,89,89,89,89,89,89,89,317,1636148068921376768,Gaia DR3 604921374566323200,604921374566323200,1230083260,2016.0,132.8339382340836,0.016520994,11.879991144648056,0.008862191,1.1344629850534564,0.019677427,57.653015,11.547439,-11.10349207367257,0.01905733,-3.171088218661551,0.014516036,-0.24739325,-0.10574151,-0.13704401,0.062312216,0.10133915,0.074913055,-0.08238483,0.338822,-0.17017807,-0.2561219,344,9,341,3,-0.4907038,324.74985,0.0,0.0,31,True,1.5710571,,,,,,,,40,17,0.028051443,43,9,0,0.07304923,14.99904,0,0,0.9801449,,,,,,,,,False,341,61210.38003394971,12.25762,4993.6597,13.7203045,38,33791.82699632084,27.476675,1229.8368,14.016513,37,39195.01998218598,26.822544,1461.2715,13.264818,1.1923933,0,0,0,0,0,0.7516947,0.29620838,0.4554863,31.187914,3.3557975,2,24,5,13,9.553933,,,902.36176,,5750.0,4.0,-0.25,111,,,,13.072708,0.045161575,19,,NOT_AVAILABLE,215.61471283171625,31.93766747995837,131.9466483842845,-5.542125180728112,False,False,0,True,True,False,False,False,False,True,False,1.0453929e-13,5.221685e-13,0.9997508,,,,,,,,,,,,,,,,,,,,,,,0.0717416368370257
90,90,90,90,90,90,90,90,323,1636148068921376768,Gaia DR3 604916976519989248,604916976519989248,1501480989,2016.0,132.92284520452912,0.01670126,11.793367350545322,0.008761623,1.1718476550398178,0.02097914,55.857758,11.688815,-11.21733315330608,0.021064598,-3.2863116879810303,0.015667362,-0.280648,-0.045121975,-0.080939636,-0.03487349,0.0011419083,-0.02376498,0.046972588,0.37152573,-0.3190223,-0.30833682,422,0,422,0,0.1386086,424.68082,0.0,0.0,31,False,1.558943,,,,,,,,48,17,0.031267088,51,9,0,0.07653945,15.858357,0,0,1.0040029,0.33464584,0.5929426,0.29343095,0.19617146,-165.5786,10.44062,-48.387287,-13.777202,False,413,49801.8430893488,8.4938345,5863.2935,13.944253,47,26908.19388594064,16.832388,1598.5963,14.263831,46,32769.506953016,16.7945,1951.2046,13.459221,1.1983031,0,0,0,0,0,0.80461025,0.31957817,0.48503208,37.474648,3.2445333,2,24,7,13,8.27136,,,902.3618,,6000.0,4.5,0.0,222,,,,13.198005,0.058928292,18,,NOT_AVAILABLE,215.75035633424903,31.980461511713983,132.0544520527512,-5.601820088851015,False,False,0,False,False,False,False,False,True,True,False,1.03416895e-13,5.165622e-13,0.9998619,5788.6753,5780.086,5799.863,4.3226,4.3072,4.3333,-0.2842,-0.2945,-0.2712,730.0342,718.4667,745.8826,0.0777,0.0722,0.0837,0.0654,0.0607,0.0705,0.0352,0.0326,0.038,MARCS,0.0732125315459945
91,91,91,91,91,91,91,91,325,1636148068921376768,Gaia DR3 604920889234433792,604920889234433792,273884746,2016.0,132.7856508171565,0.014876625,11.848060001397988,0.008404568,1.1601748817212127,0.018667936,62.147995,11.39341,-11.034828595446296,0.018118335,-2.835902269510723,0.013543766,-0.281592,-0.15766348,-0.08655047,0.051022876,0.14569753,0.072191186,-0.03315277,0.3939906,-0.20499316,-0.28209072,378,0,374,4,-1.1612415,339.54758,0.0,0.0,31,False,1.572741,,,,,,,,44,18,0.026837485,45,9,0,0.0755261,14.32094,1,0,0.95666987,0.36787865,0.53688735,0.2689795,0.26290295,-170.85683,11.4682865,-54.784233,-20.775963,False,378,65703.094398306,13.082474,5022.2227,13.643402,43,36377.84498922245,19.92651,1825.6005,13.93645,43,41988.16095929443,20.286818,2069.7263,13.190079,1.1927294,0,0,0,0,0,0.74637127,0.2930479,0.45332336,31.23684,4.090275,2,20,6,13,9.162517,,,902.3617,,6000.0,4.5,-0.5,101,,,,12.872205,0.057790443,14,,NOT_AVAILABLE,215.6256098877641,31.881390037260385,131.9096668793292,-5.585690579260264,False,False,0,True,True,False,False,False,False,True,False,1.0493143e-13,5.241272e-13,0.999712,,,,,,,,,,,,,,,,,,,,,,,0.0735972229717835
92,92,92,92,92,92,92,92,330,1636148068921376768,Gaia DR3 604911547681373184,604911547681373184,743489512,2016.0,132.78594423114305,0.013721388,11.769934829752874,0.007814386,1.1187219312607466,0.016211897,69.00623,11.2444105,-10.809441574833876,0.016664416,-3.0972147807244053,0.012519282,-0.30078146,-0.11140861,-0.19061103,0.08932602,0.16950393,0.11638822,-0.115236975,0.24565503,-0.09852498,-0.25408745,364,0,363,1,0.09595553,366.58615,0.0,0.0,31,False,1.5763272,,,,,,,,42,18,0.024317367,43,10,0,0.08829256,12.873154,1,0,1.0026561,0.34112802,0.5382983,0.2978076,0.23357551,-175.60545,11.956873,-54.97888,-22.301743,False,368,91539.06725429006,20.40975,4485.0654,13.283351,38,50984.33046724712,39.63691,1286.2842,13.56995,40,58126.71830403304,39.42567,1474.3368,12.836956,1.1919615,0,0,0,1,0,0.7329941,0.28659916,0.44639492,26.198648,4.4884715,2,24,4,16,13.036114,,,902.36163,,6250.0,4.0,0.0,222,,,,12.65122,0.02857838,20,,NOT_AVAILABLE,215.70929499281567,31.8489519070202,131.93125821546883,-5.660803262841951,False,False,0,True,True,False,False,False,False,True,False,1.0414262e-13,5.2018714e-13,0.99979013,,,,,,,,,,,,,,,,,,,,,,,0.074413228516327
93,93,93,93,93,93,93,93,332,1636148068921376768,Gaia DR3 604911199788235648,604911199788235648,721409178,2016.0,132.81779657290343,0.015227002,11.742470236647666,0.008424827,1.1727584165852136,0.018221557,64.361046,11.388138,-11.02582970860762,0.018218579,-2.8496935078284134,0.0136762615,-0.26454857,-0.13174704,-0.1585633,0.08647532,0.11894577,0.08990155,-0.0853957,0.28292844,-0.18376699,-0.2648742,357,0,356,1,3.5259917,458.71494,0.046276316,1.7966652,31,False,1.5684816,,,,,,,,41,18,0.026708644,44,9,0,0.08118896,13.37303,0,0,1.1349987,0.3697192,0.5485834,0.31090605,0.25229812,-171.39735,11.080527,-53.040916,-19.20083,False,328,90005.96058721305,19.042185,4726.6616,13.301689,40,49456.00606025661,33.332138,1483.7334,13.602995,36,58169.795535443714,28.384596,2049.3438,12.836152,1.195763,0,1,0,0,0,0.76684284,0.30130577,0.46553707,29.179445,3.612862,2,20,2,11,12.527819,,,902.36163,,5750.0,4.5,-0.75,101,,,,12.675593,0.046835575,18,,NOT_AVAILABLE,215.75403928243864,31.86575775524193,131.9689138828092,-5.678765668655776,False,False,0,True,True,False,False,False,True,True,False,1.0414262e-13,5.2018714e-13,0.99979013,5940.194,5926.9395,5955.782,4.183,4.1742,4.191,-0.315,-0.3273,-0.3004,807.131,795.8023,818.9158,0.0929,0.0858,0.1015,0.0789,0.0728,0.0863,0.0426,0.0392,0.0465,MARCS,0.0745232963766564
94,94,94,94,94,94,94,94,333,1636148068921376768,Gaia DR3 604916736001826432,604916736001826432,1742439374,2016.0,132.9185191314346,0.01524278,11.77717227605648,0.007999254,1.1465277837638408,0.018249443,62.82536,11.45213,-11.146946065919892,0.018782813,-2.62619181267579,0.013578779,-0.24027991,-0.09424502,-0.1298252,0.025050467,0.069776505,0.034159437,-0.039598234,0.30206427,-0.24355811,-0.23641576,415,0,413,2,-1.624955,364.81564,0.0,0.0,31,False,1.5702803,,,,,,,,47,18,0.02719826,50,10,0,0.08539717,16.828047,0,0,0.9428567,0.30884093,0.57759076,0.26353836,0.2217395,-167.26561,9.090876,-49.523678,-16.029732,False,432,62593.47539028816,10.336887,6055.3506,13.696044,49,34520.14413405184,26.092999,1322.9658,13.9933605,46,40179.913176253445,17.944407,2239.133,13.237873,1.193416,0,0,0,0,0,0.75548744,0.29731655,0.4581709,32.170143,2.8942041,2,24,4,13,9.451874,,,902.3618,,6000.0,4.5,-0.25,101,,,,13.007038,0.07698737,20,,NOT_AVAILABLE,215.76560138874945,31.96983245165221,132.0547867053239,-5.618556388236922,False,False,0,True,True,False,False,False,True,True,False,1.0565753e-13,5.2775406e-13,0.9996401,6045.738,6036.8496,6055.6367,4.2767,4.2682,4.2866,-0.2828,-0.2907,-0.2757,850.912,837.8366,862.7642,0.0614,0.057,0.0665,0.052,0.0483,0.0565,0.0279,0.0259,0.0303,PHOENIX,0.0746675710266153
95,95,95,95,95,95,95,95,337,1636148068921376768,Gaia DR3 604921305846836864,604921305846836864,916518788,2016.0,132.86450791425622,0.017139135,11.884009369521324,0.009305251,1.1619051932502835,0.020838987,55.756317,11.4888935,-11.084471563261353,0.021375027,-3.021449264705321,0.017347276,-0.25480604,-0.11163597,-0.025424108,0.02904693,0.09730684,0.030526375,0.057163242,0.373203,-0.13508588,-0.36050916,388,0,387,1,-0.81430864,362.81638,0.0,0.0,31,False,1.558075,,,,,,,,45,18,0.032440566,48,9,0,0.08593693,17.07383,0,0,0.9698206,0.336145,0.5609234,0.27671134,0.27108142,-166.22043,8.871673,-51.34477,-16.61603,False,385,46468.63388872751,10.539518,4408.99,14.019467,46,25066.94430097689,15.592566,1607.6216,14.340789,44,30553.25312454964,17.667524,1729.3455,13.535252,1.1969407,0,0,0,0,0,0.8055372,0.3213215,0.48421574,31.068165,3.417778,2,21,8,12,7.325826,,,902.3618,,5750.0,4.5,-0.25,111,,,,13.28923,0.09248265,13,,NOT_AVAILABLE,215.62514562242137,31.966523577799773,131.97447472760567,-5.530127859940953,False,False,0,False,False,False,False,False,True,True,False,1.0360651e-13,5.175093e-13,0.9998432,5784.673,5774.13,5803.5317,4.3231,4.3091,4.3568,-0.2179,-0.2295,-0.206,765.9032,743.1477,778.6417,0.0688,0.0623,0.0784,0.0579,0.0524,0.066,0.0311,0.0281,0.0355,MARCS,0.0753636767232288
96,96,96,96,96,96,96,96,339,1636148068921376768,Gaia DR3 604910546953207680,604910546953207680,203233481,2016.0,132.8406510996301,0.020984095,11.734733584507469,0.011371828,1.1456107760547898,0.025182035,45.493176,11.2610655,-10.870096718020733,0.026299128,-2.9415295800629786,0.018839452,-0.26343408,-0.10099412,-0.1358857,-0.022888055,0.1486264,0.02119967,-0.01821626,0.24260591,-0.24134867,-0.1688385,392,0,392,0,9.158634,707.5384,0.10682622,7.041104,31,False,1.5481325,,,,,,,,45,18,0.037410516,47,10,0,0.07264848,13.598492,0,0,1.3456998,0.37547624,0.5574827,0.31398013,0.21655342,-173.87381,11.610801,-54.437763,-20.156364,False,404,46981.45820903355,8.272114,5679.4985,14.00755,42,24855.200612259967,21.190538,1172.9386,14.349999,42,31647.84188842611,15.436248,2050.229,13.497035,1.2026669,0,1,0,0,0,0.8529644,0.3424492,0.5105152,23.291481,4.383115,2,17,6,11,6.786027,,,851.3768,,5750.0,4.5,0.0,222,,,,13.2089815,0.060770508,11,,NOT_AVAILABLE,215.7733566903189,31.88282988595417,131.99266738889864,-5.680130372174896,False,False,0,False,False,False,False,False,True,True,False,1.03717565e-13,5.1806405e-13,0.99983215,5767.312,5754.7783,5775.065,4.279,4.2373,4.3158,-0.2292,-0.2466,-0.2158,766.886,729.0798,811.4112,0.1669,0.1586,0.1726,0.1399,0.1329,0.1447,0.0752,0.0714,0.0778,MARCS,0.0758157974053878
97,97,97,97,97,97,97,97,352,1636148068921376768,Gaia DR3 604920786155223552,604920786155223552,308409675,2016.0,132.7717921169326,0.015583522,11.826132729168837,0.008585238,1.1705226025286304,0.018622942,62.853798,11.164685,-10.731187040613,0.017645286,-3.0808784715450286,0.0135231335,-0.28743383,-0.26038662,-0.1458344,0.17569984,0.15941758,0.15903024,-0.14389402,0.34721503,-0.13678324,-0.27905205,353,0,353,0,0.20925324,354.61813,0.0,0.0,31,False,1.5715712,,,,,,,,41,18,0.026344577,43,10,0,0.07536774,15.462001,0,0,1.006982,0.40889215,0.5329021,0.25311604,0.26314113,-166.32932,10.472355,-49.909466,-20.148365,False,368,67628.86795699543,15.581692,4340.278,13.612037,39,37336.97016642096,26.157911,1427.3682,13.908195,36,43406.71663153446,18.8435,2303.5378,13.154003,1.1939234,0,3,1,0,0,0.7541914,0.29615784,0.45803356,38.744976,2.743273,2,20,5,14,10.012942,,,902.3617,,6250.0,4.0,0.0,222,,,,12.893536,0.049466953,16,,NOT_AVAILABLE,215.64238152448485,31.859897739501584,131.90253036513644,-5.610476501731563,False,False,0,True,True,False,False,False,True,True,False,1.0442868e-13,5.21616e-13,0.99976176,5897.2324,5880.741,5915.7896,4.2552,4.234,4.2677,-0.3803,-0.396,-0.3619,821.3263,804.9733,850.5025,0.0413,0.0316,0.0522,0.035,0.0268,0.0443,0.0189,0.0144,0.0239,MARCS,0.0782384978310891
98,98,98,98,98,98,98,98,355,1636148068921376768,Gaia DR3 604917934296936704,604917934296936704,1466406254,2016.0,132.92637138383867,0.019873835,11.835454589662035,0.010648349,1.1955166033196214,0.025264991,47.319096,11.319149,-11.020328143564376,0.025233205,-2.583700986080665,0.018130928,-0.25313067,-0.049943402,-0.15834062,0.081608154,0.12091122,0.10998043,-0.12522599,0.3964493,-0.35848755,-0.24459462,461,461,446,15,5.4935937,2106.8938,0.15598597,37.459972,31,False,1.4709038,,,,,,,,52,18,0.03715254,55,11,0,0.051870007,11.17317,0,0,1.1897687,,,,,,,,,False,441,542097.7713265221,134.58563,4027.9023,11.352173,50,242862.4692697565,114.394424,2123.027,11.875141,48,425204.7561346374,133.42134,3186.9321,10.6764,1.2323741,0,0,0,0,0,1.198741,0.5229683,0.67577267,34.38418,0.28248194,1,26,5,14,70.52922,0.07272701,0.2845081,902.3619,5.158634,4750.0,3.0,0.0,222,10.4175,2.7139297,18.0,10.400365,0.0075866175,18,75.14118,NOT_AVAILABLE,215.70699353866576,32.001214115264595,132.0462787195281,-5.560382462261462,False,False,0,True,True,True,False,False,False,True,False,1.0216277e-13,5.1029786e-13,0.9999861,,,,,,,,,,,,,,,,,,,,,,,0.0789626988641463
99,99,99,99,99,99,99,99,359,1636148068921376768,Gaia DR3 604910310730777472,604910310730777472,265733613,2016.0,132.8600836880833,0.027107032,11.730749100857048,0.014268466,1.0960951536878016,0.03249799,33.72809,11.388679,-11.092672581625315,0.03280983,-2.579653663591742,0.023879265,-0.2640337,-0.14602566,-0.12996201,-0.033947896,0.10086745,0.0055800327,0.041123368,0.33624688,-0.18428619,-0.22108252,414,414,398,16,5.6799603,2952.4563,0.21612948,73.48293,31,False,1.7123646,,,,,,,,47,17,0.047513686,51,10,2,0.052234497,19.408455,0,0,1.2083882,,,,,,,,,False,401,595730.4619205319,239.44409,2487.9731,11.2497425,43,413241.4526055462,249.12833,1658.7494,11.298033,43,274583.40292845946,120.41809,2280.2505,11.15121,1.1545907,0,0,0,0,0,0.14682293,0.048290253,0.09853268,32.076183,0.56474316,1,24,6,12,44.81744,-3.2860057,0.9988507,902.3617,7.8160114,8500.0,4.5,0.0,555,,,,11.096116,0.015107128,18,44.36089,NOT_AVAILABLE,215.78701278323587,31.898432675963075,132.01215626057677,-5.678792278640707,False,False,0,True,True,True,False,False,True,True,False,1.0299625e-13,5.1446114e-13,0.99990445,8825.692,8807.175,8845.993,3.9933,3.9856,4.0019,0.2203,0.1928,0.2475,1090.6703,1074.6461,1102.6521,0.1671,0.1618,0.1723,0.1579,0.1529,0.1629,0.0837,0.081,0.0864,A,0.0798569009735702
100,100,100,100,100,100,100,100,378,1636148068921376768,Gaia DR3 604919690939411456,604919690939411456,1427842486,2016.0,132.91405778104226,0.01691944,11.86267313930971,0.008592485,1.1648538164799989,0.020448355,56.96565,11.532075,-11.135822105017796,0.02237224,-2.997033552253905,0.01580418,-0.23426451,-0.0015038332,-0.056594584,0.04772693,0.07550681,0.06828421,-0.0046586557,0.19883178,-0.33426228,-0.06919131,421,421,414,7,6.5941577,1264.8127,0.10887734,18.396313,31,False,1.4795865,,,,,,,,48,17,0.031229692,51,8,0,0.06350902,9.043002,0,0,1.2383288,,,,,,,,,False,418,336158.9694256966,66.53336,5052.4873,11.871005,47,153797.45158078766,63.14377,2435.6711,12.371169,47,259097.7250399828,69.08627,3750.3503,11.214236,1.2282735,0,6,0,0,0,1.1569328,0.50016403,0.6567688,35.019306,0.3599631,1,22,6,13,43.84259,-0.123429835,0.48030823,851.45087,5.092966,5000.0,3.0,0.0,222,8.812014,7.249729,15.0,10.943229,0.012014183,15,44.12402,NOT_AVAILABLE,215.67189606339545,32.00165318679017,132.02718529296837,-5.537471086364619,False,False,0,True,True,True,False,False,False,True,False,1.0222068e-13,5.105872e-13,0.99998033,5227.6475,5186.772,5261.9165,3.2578,3.1849,3.3284,0.0827,0.0796,0.1073,985.796,902.7279,1076.3851,0.3102,0.2763,0.3403,0.2468,0.2195,0.2711,0.1296,0.1152,0.1425,PHOENIX,0.0818846328108562
101,101,101,101,101,101,101,101,379,1636148068921376768,Gaia DR3 604921512005265664,604921512005265664,1109944412,2016.0,132.86420507379762,0.012735134,11.890704974736725,0.006757354,1.1336331819521603,0.016410837,69.07832,11.239457,-10.847552173393598,0.016561542,-2.9421103046705994,0.011262328,-0.23906082,-0.0065881796,0.04731271,0.039950985,0.12111854,0.07375362,-0.011863295,0.4630471,-0.1755655,-0.25016978,405,389,405,0,-0.9791595,570.12775,0.04850006,3.1080203,31,False,1.572353,,,,,,,,47,17,0.024206439,49,8,0,0.09006551,15.061362,0,0,0.96475846,,,,,,,,,False,375,170873.96255570083,36.2027,4719.923,12.605678,43,94488.67438013564,47.890327,1973.0221,12.900093,41,109219.94509184184,44.81508,2437.125,12.152141,1.1921571,0,0,0,0,0,0.74795246,0.29441547,0.453537,35.0304,2.5729005,1,24,8,12,22.195662,4.8039927,0.35869083,902.3618,18.738771,6000.0,4.5,-0.5,101,,,,11.923721,0.036495145,16,22.113903,NOT_AVAILABLE,215.6178293377301,31.969052476474907,131.97235945704776,-5.523764992157294,False,False,0,True,True,True,False,False,False,True,False,1.0377799e-13,5.1836584e-13,0.9998262,,,,,,,,,,,,,,,,,,,,,,,0.0818983332467817
102,102,102,102,102,102,102,102,381,1636148068921376768,Gaia DR3 604922164840316672,604922164840316672,920032181,2016.0,132.80283852526637,0.013327985,11.878444829397733,0.008023326,1.1771229084364088,0.016353147,71.98143,11.252574,-10.88959986600358,0.016571153,-2.8349680661291017,0.014034934,-0.34024936,-0.1382829,0.020389229,-0.051731303,0.18316667,-0.009288012,0.12050731,0.30890098,-0.12013094,-0.37812513,390,390,388,2,-1.2154754,719.9248,0.06856884,6.586799,31,False,1.463471,,,,,,,,44,18,0.025449978,48,8,1,0.057035763,14.137541,0,0,0.95554876,,,,,,,,,False,394,1533899.183076411,218.72243,7012.9946,10.222875,46,673307.2905131438,219.6058,3065.9812,10.768009,46,1223382.4630287045,205.40044,5956.085,9.52899,1.2365153,0,1,0,0,0,1.2390194,0.54513454,0.69388485,34.494083,0.17696135,1,23,10,14,128.37888,1.0533489,0.39376956,902.36176,1.5591469,4750.0,2.5,0.0,222,8.534322,1.6760844,9.0,9.260246,0.0059549604,9,142.0407,NOT_AVAILABLE,215.60138185535592,31.909373024811064,131.91764318789154,-5.551880109708141,False,False,0,True,True,True,False,False,True,True,False,1.0230451e-13,5.110059e-13,0.99997216,4686.0522,4681.2725,4694.6396,2.255,2.2372,2.2806,-0.2389,-0.2408,-0.2375,817.4264,797.7374,832.7454,0.0427,0.0375,0.0524,0.0331,0.0291,0.0407,0.0173,0.0152,0.0213,PHOENIX,0.0825622570691549
103,103,103,103,103,103,103,103,386,1636148068921376768,Gaia DR3 604922779020036992,604922779020036992,690039119,2016.0,132.8830724393302,0.018330565,11.88658613865033,0.009603051,1.1599406816400124,0.022696737,51.106052,11.49763,-11.068959465113068,0.023455968,-3.110246742822287,0.016973875,-0.20505899,0.08132243,-0.0055627013,-0.058050815,0.040209785,-0.0052814637,0.072548315,0.40193585,-0.25836357,-0.24853057,394,256,390,4,2.7567933,895.6441,0.113801755,14.072517,31,False,1.5751346,,,,,,,,46,17,0.034230083,50,7,0,0.08948735,18.57974,0,0,1.1000813,,,,,,,,,False,403,125808.750836376,25.23292,4985.8975,12.938089,40,69837.65803164989,38.1574,1830.2521,13.228318,41,79943.46665718047,57.24746,1396.4543,12.490938,1.1905462,0,0,0,0,0,0.73738,0.29022884,0.44715118,32.86521,1.545426,2,27,2,14,19.86035,,,902.3618,,6000.0,4.5,-0.5,101,,,,12.290559,0.026023068,25,,NOT_AVAILABLE,215.631336310826,31.98410440332646,131.99133454761855,-5.522708588691459,False,False,0,True,True,False,False,False,False,True,False,1.0478935e-13,5.2341757e-13,0.99972606,6124.774,6117.015,6132.59,4.0808,4.0592,4.1206,-0.2997,-0.3049,-0.2946,735.8978,699.9173,756.0588,0.0766,0.0721,0.0809,0.0652,0.0614,0.0689,0.0351,0.033,0.0371,PHOENIX,0.0831481727859863
104,104,104,104,104,104,104,104,387,1636148068921376768,Gaia DR3 604910310730772992,604910310730772992,837002287,2016.0,132.87549486282987,0.048384096,11.730511618992647,0.02619092,1.138710628995105,0.056787606,20.052097,11.498055,-11.12911073114846,0.058232784,-2.8893202276298915,0.04538409,-0.28660205,-0.14328444,-0.08169852,-0.13475312,0.07279351,-0.074776344,0.13941896,0.3044359,-0.12547362,-0.25523135,385,140,382,3,51.36194,7450.195,0.3993637,166.77748,31,False,1.571487,,,,,,,,44,17,0.08495558,46,9,0,0.061672404,16.48212,0,0,3.3669143,,,,,,,,,False,309,119661.88857195905,29.32728,4080.2246,12.992477,38,66098.48077278327,34.40953,1920.9353,13.288063,37,76907.27167810765,26.472048,2905.2256,12.532977,1.1950818,0,3,0,0,0,0.75508595,0.29558563,0.4595003,36.385086,1.9026163,2,22,8,12,15.958355,,,870.95355,,6000.0,4.0,0.0,222,,,,12.322683,0.036255527,14,,NOT_AVAILABLE,215.79471989760577,31.91203178713993,132.02681335390477,-5.674917349848516,False,False,0,False,False,False,False,False,False,True,False,1.0405995e-13,5.1977417e-13,0.99979824,,,,,,,,,,,,,,,,,,,,,,,0.0833074731608878
105,105,105,105,105,105,105,105,388,1636148068921376768,Gaia DR3 604922779020036736,604922779020036736,1746733144,2016.0,132.87993579554507,0.015245486,11.88832087849118,0.008173352,1.1504785003477478,0.018994583,60.56877,11.1605425,-10.752222471218271,0.019937197,-2.9912253092153875,0.01559834,-0.2747674,0.02256448,-0.017352806,-0.12975764,0.028929267,-0.07548333,0.13456476,0.40169385,-0.27966413,-0.3759706,398,0,397,1,1.2106484,428.14832,0.0,0.0,31,False,1.5691235,,,,,,,,46,17,0.030318795,48,8,0,0.07743661,17.313251,0,0,1.0426852,0.2677464,0.58011055,0.26621786,0.23560831,-168.82292,9.330556,-51.79718,-15.929394,False,380,70470.16418383076,15.562189,4528.294,13.567353,46,38744.48956596309,21.655205,1789.1537,13.868017,45,45408.16381024535,17.20752,2638.856,13.105061,1.19416,0,1,0,0,0,0.7629566,0.30066395,0.46229267,35.074112,3.329198,2,21,4,13,10.895236,,,902.3618,,6000.0,4.5,-0.5,101,,,,12.870449,0.039862372,17,,NOT_AVAILABLE,215.62796597930927,31.98204089953716,131.98789312360694,-5.521873921425455,False,False,0,True,True,False,False,False,False,True,False,1.0377799e-13,5.1836584e-13,0.9998262,6136.4897,6130.6035,6142.0845,4.2622,4.2526,4.272,-0.2863,-0.2916,-0.2815,820.2827,808.4094,832.899,0.1391,0.1355,0.1429,0.1183,0.1152,0.1215,0.0636,0.0619,0.0653,PHOENIX,0.0836246953192473
